id;preparacao;energia;proteina;lipidios; carboidrato;fibra;colesterol;acucartotal;acucaradicao;calcio;magnesio;ferro;sodio;sodioadicao;potassio;vitamina_a;tiamina;vitamina_d;vitamina_e;vitamina_c
8104101;99;195,66;30,91;7,07;0;0;85;0;0;15;27;1,06;77;333;247;9;0,07;0,2;0,48;0
8104601;2;313;26,9;21,9;0;0;100;0;0;13;12;1,9;1943;0;86;0;0;0;0;0
8104601;3;313;26,9;21,9;0;0;100;0;0;13;12;1,9;1943;0;86;0;0;0;0;0
8104601;4;313;26,9;21,9;0;0;100;0;0;13;12;1,9;1943;0;86;0;0;0;0;0
8104601;5;347;25,29;26,56;0;0;94;0;0;12,22;11,28;1,79;1826,42;0;80,84;0;0;0;0,49;0
8104601;7;347;25,29;26,56;0;0;94;0;0;12,22;11,28;1,79;1826,42;0;80,84;0;0;0;0,49;0
8104601;8;255,2;21,78;17,56;1,08;0,3;80;0,85;0;13;12,8;1,72;1659,2;0;135;3,48;0;0;0,28;1,4
8104601;99;313;26,9;21,9;0;0;100;0;0;13;12;1,9;1943;0;86;0;0;0;0;0
8104904;2;273,02;16,24;15,63;15,91;0,64;39,84;0,14;0;9,85;17,73;1,36;704,38;0;138,84;4,89;0,17;0,09;1,09;0
8104904;3;273,02;16,24;15,63;15,91;0,64;39,84;0,14;0;9,85;17,73;1,36;704,38;0;138,84;4,89;0,17;0,09;1,09;0
8104904;4;273,02;16,24;15,63;15,91;0,64;39,84;0,14;0;9,85;17,73;1,36;704,38;0;138,84;4,89;0,17;0,09;1,09;0
8104904;5;273,02;16,24;15,63;15,91;0,64;39,84;0,14;0;9,85;17,73;1,36;704,38;0;138,84;4,89;0,17;0,09;1,09;0
8104904;6;273,02;16,24;15,63;15,91;0,64;39,84;0,14;0;9,85;17,73;1,36;704,38;0;138,84;4,89;0,17;0,09;1,09;0
8105001;99;211;13,06;16,06;3,45;0;79;0,46;0,46;48;17;1,15;716;0;138;1;0,16;0,42;0,23;0
8105201;5;154;11;10;4,4;0;44;3,63;4,4;10;10;1,2;1257;0;150;0;0,18;0,33;0,08;0
8105401;99;145,18;14,7;8,94;0,5;0;51,52;0,5;0,5;9,88;12,67;0,78;999,07;0;124,77;33,97;0,04;0,11;0,24;0
8105501;99;124,12;14,99;3,57;7,11;0;37,61;2,8;1,56;43,68;14,84;0,68;853,62;0;180,74;6,34;0,06;0,19;0,13;0,03
8105701;99;190;27,03;8,26;0;0;78,2;0;0;10;21,6;2,99;59,2;499;309;0;0,04;0,47;0,39;0
8200101;99;36,87;0,07;0,02;9,53;0;0;10,56;9,53;1,99;0;0,11;3,99;0;1,99;0;0;0;0;0
8200102;99;36,87;0,07;0,02;9,53;0;0;10,56;9,53;1,99;0;0,11;3,99;0;1,99;0;0;0;0;0
8200202;99;48;0;0;12,3;0;0;12,03;12,3;5;1;0,06;12;0;2;0;0;0;0;0
8200208;99;48;0;0;12,3;0;0;12,03;12,3;5;1;0,06;12;0;2;0;0;0;0;0
8200301;99;39;0;0;10;0;0;10;10;1;0;0;9;0;1;0;0;0;0;0
8200302;99;39;0;0;10;0;0;10;10;1;0;0;9;0;1;0;0;0;0;0
8200407;99;40;0,05;0,02;10,14;0;0;9,07;10,14;2;1;0,11;9;0;1;0;0;0;0;0
8200505;99;48;0;0;12,3;0;0;12,03;12,3;5;1;0,06;12;0;2;0;0;0;0;0
8200701;99;2;0,11;0,03;0,29;0;0;0;0;3;1;0,11;8,01;0;8,01;0;0,01;0;0;0
8200702;99;2;0,11;0,03;0,29;0;0;0;0;3;1;0,11;8,01;0;8,01;0;0,01;0;0;0
8200801;99;2;0,11;0,03;0,29;0;0;0;0;3;1;0,11;8;0;8;0;0,01;0;0;0
8200902;99;40;0,05;0,02;10,14;0;0;9,07;10,14;2;1;0,11;9;0;1;0;0;0;0;0
8201104;99;2,8;0,25;0;2,31;1,86;0;0,06;0;4,7;1,13;0,15;0,27;0;11,01;0;0,03;0;0;0,16
8201202;99;39;0;0;10;0;0;10;10;1;0;0;9;0;1;0;0;0;0;0
8201502;99;0;0,1;0;0;0;0;0;0;4;1;0,04;6,01;0;2;0;0;0;0;0
8201601;99;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0
8201602;99;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0
8201802;99;39;0;0;10;0;0;10;10;1;0;0;9;0;1;0;0;0;0;0
8201902;99;2;0,11;0,03;0,29;0;0;0;0;3;1;0,11;8,01;0;8,01;0;0,01;0;0;0
8202001;99;73,58;0;0,05;19,97;0;0;9,83;19,97;5,6;1;0;18,34;0;1;0;0,02;0;0;0
8202002;99;73,58;0;0,05;19,97;0;0;9,83;19,97;5,6;1;0;18,34;0;1;0;0,02;0;0;0
8202101;99;19,28;0,73;0,2;3,76;1,12;0;1,49;0;24,35;25,36;0,29;106,52;0;253,61;0;0,03;0;0;2,44
8202402;99;15,28;0;0;3,91;0;0;3,81;3,81;5,68;0;0,02;1,68;0;0,2;0;0;0;0;1,41
8202403;99;15,28;0;0;3,91;0;0;3,81;3,81;5,68;0;0,02;1,68;0;0,2;0;0;0;0;1,41
8202602;99;241;12,2;0,5;75,4;0;0;0,48;0;141;327;4,41;37;0;3535;0;0,01;0;2,34;0
8202803;99;2,8;0,25;0;2,31;1,86;0;0,06;0;4,7;1,13;0,15;0,27;0;11,01;0;0,03;0;0;0,16
8202804;99;2,8;0,25;0;2,31;1,86;0;0,06;0;4,7;1,13;0,15;0,27;0;11,01;0;0,03;0;0;0,16
8202805;99;2,8;0,25;0;2,31;1,86;0;0,06;0;4,7;1,13;0,15;0,27;0;11,01;0;0,03;0;0;0,16
8203401;99;170;16,2;1,3;28,1;11,5;0;13,54;1;86;180;36;3400;0;1800;0;11;0;0;0
8203501;99;36,87;0,07;0,02;9,53;0;0;10,56;9,53;1,99;0;0,11;3,99;0;1,99;0;0;0;0;0
8203603;99;352;9,91;1,16;77,72;15,6;0;1,3;0;29;79;2,5;9;0;280;1,08;0,19;0;0,02;0
8204503;99;83,32;3,18;3,4;10,38;0,8;12,05;10,14;5,09;112,44;13,05;0,24;60,23;0;167,65;26,52;0,04;1;0,06;0,9
8204902;99;40,02;0,05;0,02;10,14;0;0;9,07;10,14;2;1;0,11;9;0;1;0;0;0;0;0
8205201;99;2,52;0,01;0;0,67;0;0;0,34;0,36;0;2,98;0,02;2,98;0;36,77;0;0;0;0;0
8205402;99;39;0;0;10;0;0;10;10;1;0;0;9;0;1;0;0;0;0;0
8205803;99;27,01;0;0,1;6,76;0;0;5,9;5,9;1;2;0,22;30,01;0;14,01;0;0,01;0;0;0,4
8205901;99;45,35;0,25;0,08;11,03;0;0;10,14;10,15;13,1;3,02;0,02;84,65;0;3,02;0;0,03;0;0;0
8206301;99;1;0;0;0,3;0;0;0;0;0;3;0,02;3;0;37,03;0;0;0;0;0
8206402;99;27,71;0,26;0,84;5,17;0,13;0;4,35;4,67;4,05;3,12;0,03;50,1;0;22,94;0;0;0;0,02;0
8207401;99;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0
8207402;99;0;0;0;0;0;0;0;0;0;0;0;15;0;0;0;0;0;0;0
8207601;99;0;0,1;0;0;0;0;0;0;4;1;0,04;6,01;0;2;0;0;0;0;0
8207705;99;0;0,1;0;0;0;0;0;0;4;1;0,04;6,01;0;2;0;0;0;0;0
8208104;99;2,8;0,25;0;2,31;1,86;0;0,06;0;4,7;1,13;0,15;0,27;0;11,01;0;0,03;0;0;0,16
8209002;99;40,02;0,05;0,02;10,14;0;0;9,07;10,14;2;1;0,11;9;0;1;0;0;0;0;0
8209102;99;2;0,11;0,03;0,29;0;0;0;0;3;1;0,11;8,01;0;8,01;0;0,01;0;0;0
8211002;99;15,28;0;0;3,91;0;0;3,81;3,81;5,68;0;0,02;1,68;0;0,2;0;0;0;0;1,41
8211003;99;15,28;0;0;3,91;0;0;3,81;3,81;5,68;0;0,02;1,68;0;0,2;0;0;0;0;1,41
8211102;99;15,28;0;0;3,91;0;0;3,81;3,81;5,68;0;0,02;1,68;0;0,2;0;0;0;0;1,41
8212401;99;12,77;0,14;1,01;0,91;0,05;0;0,18;0,32;3,39;1,79;0,01;24,95;0;8,81;0;0;0;0,01;0
8212501;99;12,77;0,14;1,01;0,91;0,05;0;0,18;0,32;3,39;1,79;0,01;24,95;0;8,81;0;0;0;0,01;0
8212902;99;40,02;0,05;0,02;10,14;0;0;9,07;10,14;2;1;0,11;9;0;1;0;0;0;0;0
8212906;99;40,02;0,05;0,02;10,14;0;0;9,07;10,14;2;1;0,11;9;0;1;0;0;0;0;0
8213003;99;2,8;0,25;0;2,31;1,86;0;0,06;0;4,7;1,13;0,15;0,27;0;11,01;0;0,03;0;0;0,16
8213004;99;2,8;0,25;0;2,31;1,86;0;0,06;0;4,7;1,13;0,15;0,27;0;11,01;0;0,03;0;0;0,16
8213601;99;1,87;0,24;0,02;0,31;0,2;0;0,07;0;12,97;7,53;0,29;52,14;0;37,97;42,68;0,01;0;0,17;0,8
8273902;99;181;0,86;0,16;44,19;3,44;0;0;0;33,5;20;0,56;1,5;0;194,52;0;0,08;0;0,01;0
8300101;99;43,19;0,46;0;3,57;0;0;0;0;4,02;6,03;0,02;4,02;0;27,12;0;0,01;0;0;0
8300201;99;43,19;0,46;0;3,57;0;0;0;0;4,02;6,03;0,02;4,02;0;27,12;0;0,01;0;0;0
8300301;99;216;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
8300302;99;216;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
8300501;99;187,38;0,54;3,69;22,14;0,32;0;20,78;15,74;7,07;8,26;0,39;1,6;0;92,64;0,11;0,03;0;0,03;4,73
8300701;99;230,18;0;0;0;0;0;0;0;0;0;0,04;1;0;1,99;0;0,01;0;0;0
8300801;99;217,15;0;0;0;0;0;0;0;0;0;0,04;0,94;0;1,88;0;0,01;0;0;0
8301001;99;230,18;0;0;0;0;0;0;0;0;0;0,04;1;0;1,99;0;0,01;0;0;0
8301002;99;230,18;0;0;0;0;0;0;0;0;0;0,04;1;0;1,99;0;0,01;0;0;0
8301201;99;82;0,07;0;2,6;0;0;0,07;0;9;10;0,27;5;0;71;0;0,01;0;0;0
8301202;99;82;0,07;0;2,6;0;0;0,07;0;9;10;0,27;5;0;71;0;0,01;0;0;0
8301501;99;194,44;0,01;0;0,53;0;0;0,01;0;1,62;2,43;0,12;1,58;0;27,29;0,02;0,01;0;0;0
8301601;99;231;0;0;0;0;0;0;0;0;0;0,04;1;0;2;0;0,01;0;0;0
8301701;99;216;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
8301901;99;282,65;0;0;33,64;0;0;28,27;0;1;0;0,06;1,99;0;1,99;0;0;0;0;0
8302409;99;45;0,8;0;11,5;1,5;0;0;0;0;0;0;15;0;0;0;0;0;0;0
8302415;99;84,5;0,07;0;2,6;0;0;0,02;0;7,95;11,93;0,46;3,98;0;126,26;0,08;0,01;0;0;0
8302416;99;216;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
8302901;99;187,38;0,54;3,69;22,14;0,32;0;20,78;15,74;7,07;8,26;0,39;1,6;0;92,64;0,11;0,03;0;0,03;4,73
8303101;99;143,9;0,1;0,1;37,9;0,1;0;32,08;36,21;5,75;2,55;0,04;14,38;0;27,17;0,18;0,02;0;0,04;6,45
8303501;99;216;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
8303615;99;84,5;0,07;0;2,6;0;0;0,02;0;7,95;11,93;0,46;3,98;0;126,26;0,08;0,01;0;0;0
8304301;99;29;0,24;0;1,64;0;0;0,09;0;4;5;0,03;4;0;21;0;0,01;0;0;0
8304502;99;216;0;0;0;0;0;0;0;0;0;0;3;0;0;0;0;0;0;0
8400101;99;887,81;0;100,43;0;0;0;0;0;1;0;0,56;2,01;0;1;0;0;0;14,41;0
8400301;99;879,73;0;99,52;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;8,14;0
8401801;99;902;0;100;0;0;95;0;0;0;0;0;0;0;0;0;0;0;0,6;0
8403001;99;680;10,65;70,33;0;0;95;0;0;19;6;1,08;23;0;99;0;0,03;0;0;0
8403201;99;879,73;0;99,52;0;0;0;0;0;0;0;0,05;0;0;0;0;0;0;8,14;0
8403501;99;857,84;0;99,52;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,79;0
8500201;99;274,6;13,41;16,88;16,54;0,88;107,65;2,68;1,82;84,48;19,5;2,05;165,16;0;213,11;48,17;0,23;0,64;1,01;1,65
8500202;99;319,81;10,38;15,68;33,51;1,45;61,19;0,36;0;18,34;16,77;2,48;413,2;100;127,61;20,35;0,42;0,49;1,21;1,19
8500203;99;274,6;13,41;16,88;16,54;0,88;107,65;2,68;1,82;84,48;19,5;2,05;165,16;0;213,11;48,17;0,23;0,64;1,01;1,65
8500205;99;274,6;13,41;16,88;16,54;0,88;107,65;2,68;1,82;84,48;19,5;2,05;165,16;0;213,11;48,17;0,23;0,64;1,01;1,65
8500206;99;153,96;7,89;7,91;12,47;1,03;17,32;1,22;0;12,56;11,32;1,06;193,95;0;136,56;80,47;0,15;0,03;0,22;1,78
8500207;99;274,6;13,41;16,88;16,54;0,88;107,65;2,68;1,82;84,48;19,5;2,05;165,16;0;213,11;48,17;0,23;0,64;1,01;1,65
8500209;99;289;8,3;19,9;19,1;9,4;25;0;0;124;51;1,9;305;0;354;0;0,06;0;0;0
8500210;99;544;61,3;31,3;0;0;95;0;0;30;11;0,88;1838;0;127;12;0,1;0;0,53;0,5
8500211;99;274,6;13,41;16,88;16,54;0,88;107,65;2,68;1,82;84,48;19,5;2,05;165,16;0;213,11;48,17;0,23;0,64;1,01;1,65
8500212;99;289;8,3;19,9;19,1;9,4;25;0;0;124;51;1,9;305;0;354;0;0,06;0;0;0
8500213;99;354;13,44;13,43;43,95;3,2;47;0;0;38,61;24,14;1,44;913,71;0;210,42;0;0,07;0;0,24;0
8500215;99;74,6;1,45;1,78;13;0,26;4,2;0,52;0;3,43;5,28;0,64;250,52;0;22,89;13,39;0,11;0,03;0,07;0
8500217;99;60,58;1,44;0,2;13;0,26;0;0,52;0;2,96;5,25;0,64;239,26;0;22,42;0,02;0,11;0;0,02;0
8500218;99;74,6;1,45;1,78;13;0,26;4,2;0,52;0;3,43;5,28;0,64;250,52;0;22,89;13,39;0,11;0,03;0,07;0
8500222;99;359,42;9,76;18,88;37,51;1,46;53,94;0,7;0;240,03;16,11;2,46;821,95;0;71,72;153,02;0,38;0,26;0,45;0
8500223;99;346,45;11,9;21,38;26,2;1,08;67,24;0,13;0;20,68;14,56;2,43;224,21;0;156,63;129,58;0,28;0,38;0,6;0
8500224;99;359,42;9,76;18,88;37,51;1,46;53,94;0,7;0;240,03;16,11;2,46;821,95;0;71,72;153,02;0,38;0,26;0,45;0
8500225;99;320,39;7,54;15,25;38,09;1,46;41,37;0,47;0;174,34;14,8;2,51;759,07;0;82,56;133,38;0,38;0,23;0,42;0
8500226;99;222,39;9,47;12,71;17,32;0,78;42,43;0,46;0;18,2;11,13;1,34;539,3;0;125,58;77,71;0,17;0,2;0,38;0
8500227;99;274,6;13,41;16,88;16,54;0,88;107,65;2,68;1,82;84,48;19,5;2,05;165,16;0;213,11;48,17;0,23;0,64;1,01;1,65
8500228;99;212,64;6,28;13,11;18,51;2,72;15,92;2,75;0;29,98;26,23;1,29;398,23;0;333,13;17,8;0,09;0,22;1,56;10,86
8500232;99;214,01;16,7;12,75;7,69;0,83;74,8;0,68;0;48,92;25,86;0,96;377,44;0;165,21;47;0,06;0,11;1,44;4,36
8500302;99;272,47;8,73;15,22;24,8;1,09;23,59;5,81;5,5;70,41;16,56;1,89;868,34;0;123,95;9,43;0,23;0,14;0,22;1,2
8500303;99;267,16;13,08;9,22;32,36;1,68;23,71;6,24;4,77;93;24,31;2,71;472,53;0;221,58;4,09;0,28;0,1;0,29;2,18
8500304;99;279,85;14,15;11,81;28,74;1,49;31,98;5,65;4,21;147;24,62;2,42;592,12;0;215,39;33,47;0,25;0,11;0,29;1,92
8500305;99;269,44;13,28;16,1;17,42;0,64;148,59;4,56;3,69;60,17;16,2;2,1;461,19;0;177,98;61,56;0,15;0,51;1,19;1,52
8500307;99;229,47;13,67;13;13,97;0,78;35,15;2,31;1,8;106,84;18,64;1,46;890,09;0;234,27;41,42;0,39;0,34;0,56;1,62
8500308;99;236,68;10,05;14,22;16,85;1;127,5;2,25;1,27;118,49;16,21;1,73;474,56;0;154,1;102,67;0,24;0,43;1,07;3,09
8500313;99;265,42;16,29;13,78;18,3;0,85;42,63;1,82;1,46;168,76;22,53;1,9;1175,68;0;235,32;79,89;0,46;0,36;0,36;0,01
8500315;99;329,29;12,22;17,24;31,09;1,45;32,11;3,09;2,49;281,22;23,25;2,32;972,56;0;120,36;135,72;0,28;0,07;0,4;0,01
8500316;99;282,99;8,97;13,74;30,27;1,4;22,66;3,16;3,19;96,69;17,36;2,58;839,12;0;110,33;51,06;0,32;0,16;0,35;0,01
8500317;99;230,33;10,97;12,15;18,73;1,11;24,73;1,93;1,7;63,46;17,85;1,86;844,22;0;223,88;11,46;0,43;0,31;0,74;0,5
8500318;99;265,42;16,29;13,78;18,3;0,85;42,63;1,82;1,46;168,76;22,53;1,9;1175,68;0;235,32;79,89;0,46;0,36;0,36;0,01
8500319;99;315,97;8,6;16,56;32,81;1,45;25,62;3,47;4,76;103,26;18,81;2,66;824,32;0;138,46;49,03;0,33;0,1;0,31;3,77
8500320;99;329,29;12,22;17,24;31,09;1,45;32,11;3,09;2,49;281,22;23,25;2,32;972,56;0;120,36;135,72;0,28;0,07;0,4;0,01
8500321;99;279,85;14,15;11,81;28,74;1,49;31,98;5,65;4,21;147;24,62;2,42;592,12;0;215,39;33,47;0,25;0,11;0,29;1,92
8500322;99;279,85;14,15;11,81;28,74;1,49;31,98;5,65;4,21;147;24,62;2,42;592,12;0;215,39;33,47;0,25;0,11;0,29;1,92
8500323;99;245,58;11,21;10,84;25,58;1,47;26,28;3,81;3,32;81,83;20,07;2,22;436,03;0;147,94;18,9;0,24;0,13;0,74;2,13
8500401;99;41,83;0,59;0,14;9,81;0,31;0;8,12;0;7,97;10,95;0,44;1,99;0;174,27;8,76;0,06;0;0,2;34,26
8500402;99;53,21;0,36;0,12;12,92;0,2;0;10,03;0;13,05;12,05;0,31;2,01;0;130,51;0,25;0,06;0;0,02;10,04
8500403;99;23,06;0,4;0,3;4,81;0,3;0;4,41;0;10,02;12,03;0,5;3,01;0;97,24;25,48;0,02;0;0,18;1603,91
8500404;99;30,77;0,81;0,12;7,11;0,76;0;4,71;0;17,14;11,73;0,39;28,03;0;222,58;602,42;0,06;0;0,74;5,81
8500405;99;24,5;0,6;0,5;5,2;1,55;0;0;0;6,5;9;0,25;1,5;0;165,5;0;0,19;0;0;12,25
8500406;99;62,28;0,37;0,14;15,62;0,79;0;14,81;13,54;2,75;3,2;0,04;0,29;0;60,91;4,53;0,01;0;0,11;33,2
8500407;99;41,83;0,59;0,14;9,81;0,31;0;8,12;0;7,97;10,95;0,44;1,99;0;174,27;8,76;0,06;0;0,2;34,26
8500408;99;56,8;0,76;0,2;13,84;0,93;0;9,69;0;7,66;15,85;0,42;1,85;0;233,27;7,82;0,06;0;0,19;29,56
8500409;99;30,77;0,81;0,12;7,11;0,76;0;4,71;0;17,14;11,73;0,39;28,03;0;222,58;602,42;0,06;0;0,74;5,81
8500410;99;30,77;0,81;0,12;7,11;0,76;0;4,71;0;17,14;11,73;0,39;28,03;0;222,58;602,42;0,06;0;0,74;5,81
8500411;99;30,77;0,81;0,12;7,11;0,76;0;4,71;0;17,14;11,73;0,39;28,03;0;222,58;602,42;0,06;0;0,74;5,81
8500412;99;57,13;0,17;0,15;14,54;0,6;0;10,6;0;10,02;3,01;0,34;5,01;0;31,07;18,08;0,01;0;0,24;3,01
8500413;99;50,86;0,11;0,06;13,08;0,3;0;12,42;9,43;16,95;2,99;0,36;4,99;0;23,94;34,49;0;0;0,21;15,16
8500414;99;60,14;0,67;0,18;14,48;0,2;0;11,44;0;4,01;17,04;0,36;6,01;0;278,63;47,27;0;0;0,01;18,24
8500415;99;31,79;0,65;0,16;8;0,42;0;6,58;0;7,42;10,6;0,25;1,06;0;118,68;9,07;0,04;0;0,05;8,58
8500416;99;59,21;0,57;0,1;14,51;0,23;0;14,45;0;9,49;10,23;0,25;2,87;0;133,74;0,43;0,03;0;0,02;4,04
8500417;99;53,99;0,27;0,02;13,92;0,6;0;13,24;9,3;5;4;0,19;7;0;40;12,87;0;0;0,29;5,3
8500418;99;53,99;0,27;0,02;13,92;0,6;0;13,24;9,3;5;4;0,19;7;0;40;12,87;0;0;0,29;5,3
8500501;99;92,78;2,47;2,31;16,39;0,62;6,87;14,36;7,83;78,87;13,32;0,08;27,71;0;183,89;20,28;0,04;0,69;0,07;2,08
8500503;99;92,78;2,47;2,31;16,39;0,62;6,87;14,36;7,83;78,87;13,32;0,08;27,71;0;183,89;20,28;0,04;0,69;0,07;2,08
8500504;99;108,46;3,06;2,54;19,2;1,15;6,47;13,59;7,38;77,23;20,2;0,31;26,45;0;193,4;19,12;0,06;0,65;0,09;1,96
8500505;99;80,59;2,42;2,34;12,95;0,38;7,12;12,43;7,67;85,55;9,23;0,04;29,1;0;156,1;31,76;0,04;0,71;0,2;13,03
8500506;99;100,19;2,74;4,64;12,8;1,34;6,87;12,02;7,83;80,07;12,6;0,06;27,95;0;182,22;21,2;0,04;0,69;0,68;4,16
8500507;99;74,61;1,96;1,83;13,27;0,8;5,25;12,55;7,83;65,81;10,45;0,18;21,41;0;136,37;15,16;0,03;0,53;0,14;23,49
8500508;99;83,16;1,81;1,65;16,2;0,77;4,84;14,26;7,75;59,34;9,76;0,07;19,83;0;158,11;21,48;0,03;0,48;0,15;9,63
8500509;99;82,99;2,28;2,26;13,98;0,31;6,87;13,85;7,83;78,87;7,82;0,04;27,47;0;119,86;19,98;0,04;0,69;0,05;0,96
8500601;99;46,81;0;0;11,92;0,2;0;10,76;11,87;7,97;2,99;0,09;37,84;0;30,87;1,33;0,01;0;0,01;22,68
8500602;99;46,81;0;0;11,92;0,2;0;10,76;11,87;7,97;2,99;0,09;37,84;0;30,87;1,33;0,01;0;0,01;22,68
8500603;99;46,81;0;0;11,92;0,2;0;10,76;11,87;7,97;2,99;0,09;37,84;0;30,87;1,33;0,01;0;0,01;22,68
8500604;99;46,81;0;0;11,92;0,2;0;10,76;11,87;7,97;2,99;0,09;37,84;0;30,87;1,33;0,01;0;0,01;22,68
8500605;99;46,81;0;0;11,92;0,2;0;10,76;11,87;7,97;2,99;0,09;37,84;0;30,87;1,33;0,01;0;0,01;22,68
8500606;99;46,81;0;0;11,92;0,2;0;10,76;11,87;7,97;2,99;0,09;37,84;0;30,87;1,33;0,01;0;0,01;22,68
8500801;99;26;2,11;0,36;4,91;2,8;0;1,41;0;140;20;1,16;16;199;116;405,75;0,04;0;0,88;18,2
8500802;99;209,79;2,71;16,83;12,65;1,38;56,02;1,2;0,48;15,73;14,11;0,4;281,91;0;221,95;36,37;0,08;0,21;1,19;4,75
8500903;99;281,2;14,6;11,35;29,82;1,74;21,88;2,19;0,44;308,77;24,06;2,16;736,75;0;184,62;57,59;0,33;0,08;0,78;2,17
8500904;99;158,63;10,78;7,31;12,34;1,11;28,56;2,27;0,18;150,19;19,89;1,46;319;0;206,39;47,15;0,1;0,09;0,53;3,56
8500905;99;190,54;9,31;13,18;8,49;0,26;70,21;0,66;0;190,1;11,3;0,76;196,3;0;72,18;62,77;0,08;0,25;0,74;0
8500906;99;120,86;5,94;6,8;9,22;1,01;43,32;2,7;0,19;66,9;19,1;1,42;430,52;0;234,53;78,29;0,09;0,18;1;5,25
8500907;99;95,24;5,53;2,59;12,6;1,2;54,49;2,01;0,27;48,55;16,71;1,48;499,6;0;176,19;59,54;0,13;0,17;0,76;4,21
8500909;99;95,24;5,53;2,59;12,6;1,2;54,49;2,01;0,27;48,55;16,71;1,48;499,6;0;176,19;59,54;0,13;0,17;0,76;4,21
8500910;99;245,75;12,83;9,85;25,8;1,18;47,3;1,52;0,66;213,03;19,04;1,93;511;0;143,54;70,06;0,3;0,18;0,3;3,92
8500913;99;203,18;13,96;12,46;8,27;0,66;77,23;1,75;0;91,91;21,82;1,54;332,45;0;198,64;67,25;0,09;0,57;1,02;0,78
8500914;99;284,72;13,74;12,21;29,51;1,75;25,03;2,13;0,45;223,25;22,97;2,3;762,05;0;207,6;42,69;0,35;0,06;0,81;2,26
8500915;99;281,2;14,6;11,35;29,82;1,74;21,88;2,19;0,44;308,77;24,06;2,16;736,75;0;184,62;57,59;0,33;0,08;0,78;2,17
8500916;99;284,72;13,74;12,21;29,51;1,75;25,03;2,13;0,45;223,25;22,97;2,3;762,05;0;207,6;42,69;0,35;0,06;0,81;2,26
8500917;99;247,49;11,75;12,23;22,4;1,56;26,19;2,31;0,31;160,1;20,31;1,87;668,22;0;214,72;32,11;0,29;0,08;0,61;10,22
8500919;99;120,59;6,22;2,79;17,42;1,25;9,43;1,4;0,16;12,24;15,39;1,34;82,21;0;137,2;12,71;0,16;0,05;0,34;8,94
8501004;99;261,66;27,3;16,16;0;0;88;0;0;15;23;1,26;82;333;223;48;0,06;0,3;0,48;0
8501104;99;365;22,6;29,79;0;0;84;0;0;11;20;2,35;64;333;302;0;0,07;0,6;0,24;0
8501202;99;468,15;6,59;23,28;62,51;6,02;4,02;29,5;31,71;8,66;66,93;1,37;505,54;0;172,51;21,6;0,08;0,03;1,81;0
8501302;99;1;0,12;0,02;0,47;0,47;0;0;0;2;3;0,01;2;0;49,05;0;0,01;0;0,01;0
8501303;99;31,44;1,72;1,69;2,57;0,24;5,16;2,71;0;59,27;6,66;0,02;21,63;0;98,27;14,65;0,03;0,52;0,04;0
8501304;99;2,45;0,12;0,01;0,77;0,21;0;0,01;0;4,44;4,32;0,05;4,38;0;35,86;0;0;0;0,02;0
8501305;99;27,71;0,26;0,84;5,17;0,13;0;4,35;4,67;4,05;3,12;0,03;50,1;0;22,94;0;0;0;0,02;0
8501402;99;160,14;3,32;7,18;25,11;4,25;0;3,16;0;3,15;26,01;0,45;244,96;245;212,05;13,17;0,22;0;0,57;6,2
8501502;99;263,5;2,87;13,64;33,6;3,44;0;1,44;0;13,43;33,58;0,53;8,4;380;550,76;0,28;0,17;0;1,2;12,43
8501503;99;545,7;5,24;35,24;54,52;4,53;0;1,2;0;26,55;62,5;0,72;701,61;0;448,37;0,37;0,29;0;3,03;23,59
8501902;99;146;4;3,9;24,4;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8501903;99;146;4;3,9;24,4;2,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0
8501904;99;78,24;2,42;3,06;10,46;0,17;6,02;7,2;2,08;124,57;13,22;0,22;319,33;0;156,85;30,1;0,07;0,51;0,19;0,15
8502201;99;406;2,1;9,1;80,3;7,8;0;0;0;66;34;1,4;575;0;201;0;0,1;0;0;0
8502301;99;78,24;2,42;3,06;10,46;0,17;6,02;7,2;2,08;124,57;13,22;0,22;319,33;0;156,85;30,1;0,07;0,51;0,19;0,15
8502401;99;16;2;0,6;0,4;0;0;0,16;0;30;1;0,21;318;0;86;1;0;0,19;0,15;0
8502501;99;297,32;6,71;5,8;54,89;0,85;152,61;39,67;37,77;23,32;12,12;1,48;58,58;0;142,55;62,41;0,18;0,46;0,44;5,76
8502701;99;113,02;6,66;1,99;17,16;1,1;14,14;3,6;3,37;19,37;15,38;1,02;307,73;0;182,1;152,81;0,09;0,03;0,8;2,83
